Disease_pair,Disease_A,Disease_B,RR,Comorbidity_RR=0,Comorbidity_RR=1
dyssomnias & leukemia_b_cell,dyssomnias,leukemia_b_cell,0,0,0
dyssomnias & leukemia_lymphocytic_chronic_b_cell,dyssomnias,leukemia_lymphocytic_chronic_b_cell,0,0,0
dyssomnias & leukemia_myeloid_acute,dyssomnias,leukemia_myeloid_acute,0,0,0
dyssomnias & lipidoses,dyssomnias,lipidoses,0,0,0
dyssomnias & lysosomal_storage_diseases,dyssomnias,lysosomal_storage_diseases,0,0,0
dyssomnias & malabsorption_syndromes,dyssomnias,malabsorption_syndromes,0,0,0
dyssomnias & malformations_of_cortical_development,dyssomnias,malformations_of_cortical_development,0,0,0
dyssomnias & metabolic_syndrome_x,dyssomnias,metabolic_syndrome_x,0,0,0
dyssomnias & metabolism_inborn_errors,dyssomnias,metabolism_inborn_errors,0,0,0
dyssomnias & motor_neuron_disease,dyssomnias,motor_neuron_disease,0,0,0
dyssomnias & movement_disorders,dyssomnias,movement_disorders,0,0,0
dyssomnias & muscular_diseases,dyssomnias,muscular_diseases,0,0,0
dyssomnias & neoplasms_connective_and_soft_tissue,dyssomnias,neoplasms_connective_and_soft_tissue,0,0,0
dyssomnias & neuroendocrine_tumors,dyssomnias,neuroendocrine_tumors,0,0,0
dyssomnias & ovarian_diseases,dyssomnias,ovarian_diseases,0,0,0
dyssomnias & peripheral_nervous_system_diseases,dyssomnias,peripheral_nervous_system_diseases,0,0,0
dyssomnias & polyneuropathies,dyssomnias,polyneuropathies,0,0,0
dyssomnias & precursor_cell_lymphoblastic_leukemia_lymphoma,dyssomnias,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
dyssomnias & proteinuria,dyssomnias,proteinuria,0,0,0
dyssomnias & purine_pyrimidine_metabolism_inborn_errors,dyssomnias,purine_pyrimidine_metabolism_inborn_errors,0,0,0
dyssomnias & retinitis_pigmentosa,dyssomnias,retinitis_pigmentosa,0,0,0
dyssomnias & spastic_paraplegia_hereditary,dyssomnias,spastic_paraplegia_hereditary,0,0,0
dyssomnias & spinocerebellar_ataxias,dyssomnias,spinocerebellar_ataxias,0,0,0
dyssomnias & spinocerebellar_degenerations,dyssomnias,spinocerebellar_degenerations,0,0,0
dyssomnias & spondylitis_ankylosing,dyssomnias,spondylitis_ankylosing,0,0,0
ectodermal_dysplasia & endocrine_system_diseases,ectodermal_dysplasia,endocrine_system_diseases,0,0,0
ectodermal_dysplasia & epilepsy,ectodermal_dysplasia,epilepsy,0,0,0
ectodermal_dysplasia & esophageal_diseases,ectodermal_dysplasia,esophageal_diseases,0,0,0
ectodermal_dysplasia & exophthalmos,ectodermal_dysplasia,exophthalmos,0,0,0
ectodermal_dysplasia & gastroenteritis,ectodermal_dysplasia,gastroenteritis,0,0,0
ectodermal_dysplasia & genital_diseases_female,ectodermal_dysplasia,genital_diseases_female,0,0,0
ectodermal_dysplasia & glomerulonephritis,ectodermal_dysplasia,glomerulonephritis,0,0,0
ectodermal_dysplasia & goiter,ectodermal_dysplasia,goiter,0,0,0
ectodermal_dysplasia & gout,ectodermal_dysplasia,gout,0,0,0
ectodermal_dysplasia & graves_disease,ectodermal_dysplasia,graves_disease,0,0,0
ectodermal_dysplasia & hair_diseases,ectodermal_dysplasia,hair_diseases,0,0,0
ectodermal_dysplasia & heart_arrest,ectodermal_dysplasia,heart_arrest,0,0,0
ectodermal_dysplasia & heart_defects_congenital,ectodermal_dysplasia,heart_defects_congenital,0,0,0
ectodermal_dysplasia & hemorrhagic_disorders,ectodermal_dysplasia,hemorrhagic_disorders,0,0,0
ectodermal_dysplasia & hereditary_sensory_and_motor_neuropathy,ectodermal_dysplasia,hereditary_sensory_and_motor_neuropathy,0,0,0
ectodermal_dysplasia & hypersensitivity,ectodermal_dysplasia,hypersensitivity,0,0,0
ectodermal_dysplasia & hyperthyroidism,ectodermal_dysplasia,hyperthyroidism,0,0,0
ectodermal_dysplasia & hypopigmentation,ectodermal_dysplasia,hypopigmentation,0,0,0
ectodermal_dysplasia & hypothalamic_diseases,ectodermal_dysplasia,hypothalamic_diseases,0,0,0
ectodermal_dysplasia & hypotrichosis,ectodermal_dysplasia,hypotrichosis,0,0,0
ectodermal_dysplasia & immunologic_deficiency_syndromes,ectodermal_dysplasia,immunologic_deficiency_syndromes,0,0,0
ectodermal_dysplasia & intellectual_disability,ectodermal_dysplasia,intellectual_disability,0,0,0
ectodermal_dysplasia & intestinal_neoplasms,ectodermal_dysplasia,intestinal_neoplasms,0,0,0
ectodermal_dysplasia & joint_diseases,ectodermal_dysplasia,joint_diseases,0,0,0
ectodermal_dysplasia & leprosy,ectodermal_dysplasia,leprosy,0,0,0
ectodermal_dysplasia & leukemia_b_cell,ectodermal_dysplasia,leukemia_b_cell,0,0,0
ectodermal_dysplasia & leukemia_lymphocytic_chronic_b_cell,ectodermal_dysplasia,leukemia_lymphocytic_chronic_b_cell,0,0,0
ectodermal_dysplasia & leukemia_myeloid_acute,ectodermal_dysplasia,leukemia_myeloid_acute,0,0,0
ectodermal_dysplasia & lipidoses,ectodermal_dysplasia,lipidoses,0,0,0
ectodermal_dysplasia & liver_cirrhosis,ectodermal_dysplasia,liver_cirrhosis,0,0,0
ectodermal_dysplasia & liver_cirrhosis_biliary,ectodermal_dysplasia,liver_cirrhosis_biliary,0,0,0
ectodermal_dysplasia & lung_diseases_obstructive,ectodermal_dysplasia,lung_diseases_obstructive,0,0,0
ectodermal_dysplasia & lupus_erythematosus_systemic,ectodermal_dysplasia,lupus_erythematosus_systemic,0,0,0
ectodermal_dysplasia & lymphoma,ectodermal_dysplasia,lymphoma,0,0,0
ectodermal_dysplasia & lysosomal_storage_diseases,ectodermal_dysplasia,lysosomal_storage_diseases,0,0,0
ectodermal_dysplasia & malformations_of_cortical_development,ectodermal_dysplasia,malformations_of_cortical_development,0,0,0
ectodermal_dysplasia & metabolic_syndrome_x,ectodermal_dysplasia,metabolic_syndrome_x,0,0,0
ectodermal_dysplasia & metabolism_inborn_errors,ectodermal_dysplasia,metabolism_inborn_errors,0,0,0
ectodermal_dysplasia & metal_metabolism_inborn_errors,ectodermal_dysplasia,metal_metabolism_inborn_errors,0,0,0
ectodermal_dysplasia & motor_neuron_disease,ectodermal_dysplasia,motor_neuron_disease,0,0,0
ectodermal_dysplasia & movement_disorders,ectodermal_dysplasia,movement_disorders,0,0,0
ectodermal_dysplasia & multiple_sclerosis,ectodermal_dysplasia,multiple_sclerosis,0,0,0
ectodermal_dysplasia & muscular_diseases,ectodermal_dysplasia,muscular_diseases,0,0,0
ectodermal_dysplasia & muscular_dystrophies,ectodermal_dysplasia,muscular_dystrophies,0,0,0
ectodermal_dysplasia & myeloproliferative_disorders,ectodermal_dysplasia,myeloproliferative_disorders,0,0,0
ectodermal_dysplasia & neoplasms_connective_and_soft_tissue,ectodermal_dysplasia,neoplasms_connective_and_soft_tissue,0,0,0
ectodermal_dysplasia & neoplasms_germ_cell_and_embryonal,ectodermal_dysplasia,neoplasms_germ_cell_and_embryonal,0,0,0
ectodermal_dysplasia & neuroendocrine_tumors,ectodermal_dysplasia,neuroendocrine_tumors,0,0,0
ectodermal_dysplasia & ovarian_diseases,ectodermal_dysplasia,ovarian_diseases,0,0,0
ectodermal_dysplasia & ovarian_neoplasms,ectodermal_dysplasia,ovarian_neoplasms,0,0,0
ectodermal_dysplasia & pancreatic_diseases,ectodermal_dysplasia,pancreatic_diseases,0,0,0
ectodermal_dysplasia & peripheral_nervous_system_diseases,ectodermal_dysplasia,peripheral_nervous_system_diseases,0,0,0
ectodermal_dysplasia & polyneuropathies,ectodermal_dysplasia,polyneuropathies,0,0,0
ectodermal_dysplasia & prostatic_neoplasms,ectodermal_dysplasia,prostatic_neoplasms,0,0,0
ectodermal_dysplasia & psoriasis,ectodermal_dysplasia,psoriasis,0,0,0
ectodermal_dysplasia & purine_pyrimidine_metabolism_inborn_errors,ectodermal_dysplasia,purine_pyrimidine_metabolism_inborn_errors,0,0,0
ectodermal_dysplasia & retinitis_pigmentosa,ectodermal_dysplasia,retinitis_pigmentosa,0,0,0
ectodermal_dysplasia & sleep_disorders,ectodermal_dysplasia,sleep_disorders,0,0,0
ectodermal_dysplasia & spinal_cord_diseases,ectodermal_dysplasia,spinal_cord_diseases,0,0,0
ectodermal_dysplasia & spinocerebellar_ataxias,ectodermal_dysplasia,spinocerebellar_ataxias,0,0,0
ectodermal_dysplasia & spinocerebellar_degenerations,ectodermal_dysplasia,spinocerebellar_degenerations,0,0,0
ectodermal_dysplasia & spondylarthropathies,ectodermal_dysplasia,spondylarthropathies,0,0,0
ectodermal_dysplasia & spondylitis,ectodermal_dysplasia,spondylitis,0,0,0
ectodermal_dysplasia & spondylitis_ankylosing,ectodermal_dysplasia,spondylitis_ankylosing,0,0,0
ectodermal_dysplasia & stomatognathic_diseases,ectodermal_dysplasia,stomatognathic_diseases,0,0,0
ectodermal_dysplasia & thyroid_diseases,ectodermal_dysplasia,thyroid_diseases,0,0,0
ectodermal_dysplasia & uveal_diseases,ectodermal_dysplasia,uveal_diseases,0,0,0
ectodermal_dysplasia & uveitis,ectodermal_dysplasia,uveitis,0,0,0
ectodermal_dysplasia & varicose_veins,ectodermal_dysplasia,varicose_veins,0,0,0
ectodermal_dysplasia & vascular_diseases,ectodermal_dysplasia,vascular_diseases,0,0,0
ectodermal_dysplasia & vasculitis,ectodermal_dysplasia,vasculitis,0,0,0
endocrine_system_diseases & malformations_of_cortical_development,endocrine_system_diseases,malformations_of_cortical_development,0,0,0
endocrine_system_diseases & purine_pyrimidine_metabolism_inborn_errors,endocrine_system_diseases,purine_pyrimidine_metabolism_inborn_errors,0,0,0
epilepsy & lysosomal_storage_diseases,epilepsy,lysosomal_storage_diseases,0,0,0
epilepsy & metabolic_syndrome_x,epilepsy,metabolic_syndrome_x,0,0,0
epilepsy & neuroendocrine_tumors,epilepsy,neuroendocrine_tumors,0,0,0
epilepsy & purine_pyrimidine_metabolism_inborn_errors,epilepsy,purine_pyrimidine_metabolism_inborn_errors,0,0,0
esophageal_diseases & metabolic_syndrome_x,esophageal_diseases,metabolic_syndrome_x,0,0,0
exophthalmos & hereditary_sensory_and_motor_neuropathy,exophthalmos,hereditary_sensory_and_motor_neuropathy,0,0,0
exophthalmos & lipidoses,exophthalmos,lipidoses,0,0,0
exophthalmos & lysosomal_storage_diseases,exophthalmos,lysosomal_storage_diseases,0,0,0
exophthalmos & malformations_of_cortical_development,exophthalmos,malformations_of_cortical_development,0,0,0
exophthalmos & metabolic_syndrome_x,exophthalmos,metabolic_syndrome_x,0,0,0
exophthalmos & neuroendocrine_tumors,exophthalmos,neuroendocrine_tumors,0,0,0
exophthalmos & ovarian_diseases,exophthalmos,ovarian_diseases,0,0,0
exophthalmos & peripheral_nervous_system_diseases,exophthalmos,peripheral_nervous_system_diseases,0,0,0
exophthalmos & polyneuropathies,exophthalmos,polyneuropathies,0,0,0
exophthalmos & purine_pyrimidine_metabolism_inborn_errors,exophthalmos,purine_pyrimidine_metabolism_inborn_errors,0,0,0
exophthalmos & retinitis_pigmentosa,exophthalmos,retinitis_pigmentosa,0,0,0
exophthalmos & spastic_paraplegia_hereditary,exophthalmos,spastic_paraplegia_hereditary,0,0,0
gastroenteritis & malformations_of_cortical_development,gastroenteritis,malformations_of_cortical_development,0,0,0
gastroenteritis & neuroendocrine_tumors,gastroenteritis,neuroendocrine_tumors,0,0,0
gastroenteritis & purine_pyrimidine_metabolism_inborn_errors,gastroenteritis,purine_pyrimidine_metabolism_inborn_errors,0,0,0
genital_diseases_female & lysosomal_storage_diseases,genital_diseases_female,lysosomal_storage_diseases,0,0,0
genital_diseases_female & metabolic_syndrome_x,genital_diseases_female,metabolic_syndrome_x,0,0,0
genital_diseases_female & neuroendocrine_tumors,genital_diseases_female,neuroendocrine_tumors,0,0,0
genital_diseases_female & purine_pyrimidine_metabolism_inborn_errors,genital_diseases_female,purine_pyrimidine_metabolism_inborn_errors,0,0,0
genital_diseases_female & spinocerebellar_degenerations,genital_diseases_female,spinocerebellar_degenerations,0,0,0
genital_diseases_female & uveal_diseases,genital_diseases_female,uveal_diseases,0,0,0
glioma & lipidoses,glioma,lipidoses,0,0,0
glioma & lysosomal_storage_diseases,glioma,lysosomal_storage_diseases,0,0,0
glioma & metabolic_syndrome_x,glioma,metabolic_syndrome_x,0,0,0
glioma & mycobacterium_infections,glioma,mycobacterium_infections,0,0,0
glioma & neuroendocrine_tumors,glioma,neuroendocrine_tumors,0,0,0
glioma & peripheral_nervous_system_diseases,glioma,peripheral_nervous_system_diseases,0,0,0
glioma & spinocerebellar_degenerations,glioma,spinocerebellar_degenerations,0,0,0
glioma & uveal_diseases,glioma,uveal_diseases,0,0,0
glomerulonephritis & metabolic_syndrome_x,glomerulonephritis,metabolic_syndrome_x,0,0,0
glomerulonephritis & neuroendocrine_tumors,glomerulonephritis,neuroendocrine_tumors,0,0,0
glomerulonephritis & purine_pyrimidine_metabolism_inborn_errors,glomerulonephritis,purine_pyrimidine_metabolism_inborn_errors,0,0,0
glomerulonephritis & spinocerebellar_degenerations,glomerulonephritis,spinocerebellar_degenerations,0,0,0
goiter & metabolic_syndrome_x,goiter,metabolic_syndrome_x,0,0,0
goiter & neuroendocrine_tumors,goiter,neuroendocrine_tumors,0,0,0
goiter & peripheral_nervous_system_diseases,goiter,peripheral_nervous_system_diseases,0,0,0
goiter & purine_pyrimidine_metabolism_inborn_errors,goiter,purine_pyrimidine_metabolism_inborn_errors,0,0,0
gout & metabolic_syndrome_x,gout,metabolic_syndrome_x,0,0,0
gout & neuroendocrine_tumors,gout,neuroendocrine_tumors,0,0,0
graves_disease & malformations_of_cortical_development,graves_disease,malformations_of_cortical_development,0,0,0
graves_disease & metabolic_syndrome_x,graves_disease,metabolic_syndrome_x,0,0,0
graves_disease & neuroendocrine_tumors,graves_disease,neuroendocrine_tumors,0,0,0
graves_disease & purine_pyrimidine_metabolism_inborn_errors,graves_disease,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hair_diseases & hemorrhagic_disorders,hair_diseases,hemorrhagic_disorders,0,0,0
hair_diseases & lipidoses,hair_diseases,lipidoses,0,0,0
hair_diseases & lysosomal_storage_diseases,hair_diseases,lysosomal_storage_diseases,0,0,0
hair_diseases & malformations_of_cortical_development,hair_diseases,malformations_of_cortical_development,0,0,0
hair_diseases & metabolic_syndrome_x,hair_diseases,metabolic_syndrome_x,0,0,0
hair_diseases & muscular_dystrophies,hair_diseases,muscular_dystrophies,0,0,0
hair_diseases & neuroendocrine_tumors,hair_diseases,neuroendocrine_tumors,0,0,0
hair_diseases & peripheral_nervous_system_diseases,hair_diseases,peripheral_nervous_system_diseases,0,0,0
hair_diseases & polyneuropathies,hair_diseases,polyneuropathies,0,0,0
hair_diseases & purine_pyrimidine_metabolism_inborn_errors,hair_diseases,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hair_diseases & spastic_paraplegia_hereditary,hair_diseases,spastic_paraplegia_hereditary,0,0,0
hair_diseases & spinocerebellar_degenerations,hair_diseases,spinocerebellar_degenerations,0,0,0
hair_diseases & uveal_diseases,hair_diseases,uveal_diseases,0,0,0
hair_diseases & vascular_diseases,hair_diseases,vascular_diseases,0,0,0
head_and_neck_neoplasms & hereditary_sensory_and_motor_neuropathy,head_and_neck_neoplasms,hereditary_sensory_and_motor_neuropathy,0,0,0
head_and_neck_neoplasms & lipidoses,head_and_neck_neoplasms,lipidoses,0,0,0
head_and_neck_neoplasms & lysosomal_storage_diseases,head_and_neck_neoplasms,lysosomal_storage_diseases,0,0,0
head_and_neck_neoplasms & malformations_of_cortical_development,head_and_neck_neoplasms,malformations_of_cortical_development,0,0,0
head_and_neck_neoplasms & metabolic_syndrome_x,head_and_neck_neoplasms,metabolic_syndrome_x,0,0,0
head_and_neck_neoplasms & muscular_dystrophies,head_and_neck_neoplasms,muscular_dystrophies,0,0,0
head_and_neck_neoplasms & neuroendocrine_tumors,head_and_neck_neoplasms,neuroendocrine_tumors,0,0,0
head_and_neck_neoplasms & ovarian_diseases,head_and_neck_neoplasms,ovarian_diseases,0,0,0
head_and_neck_neoplasms & peripheral_nervous_system_diseases,head_and_neck_neoplasms,peripheral_nervous_system_diseases,0,0,0
head_and_neck_neoplasms & purine_pyrimidine_metabolism_inborn_errors,head_and_neck_neoplasms,purine_pyrimidine_metabolism_inborn_errors,0,0,0
head_and_neck_neoplasms & spastic_paraplegia_hereditary,head_and_neck_neoplasms,spastic_paraplegia_hereditary,0,0,0
head_and_neck_neoplasms & spinocerebellar_degenerations,head_and_neck_neoplasms,spinocerebellar_degenerations,0,0,0
heart_arrest & hypotrichosis,heart_arrest,hypotrichosis,0,0,0
heart_arrest & metabolic_syndrome_x,heart_arrest,metabolic_syndrome_x,0,0,0
heart_arrest & neuroendocrine_tumors,heart_arrest,neuroendocrine_tumors,0,0,0
heart_arrest & purine_pyrimidine_metabolism_inborn_errors,heart_arrest,purine_pyrimidine_metabolism_inborn_errors,0,0,0
heart_arrest & spinocerebellar_degenerations,heart_arrest,spinocerebellar_degenerations,0,0,0
heart_defects_congenital & hereditary_sensory_and_motor_neuropathy,heart_defects_congenital,hereditary_sensory_and_motor_neuropathy,0,0,0
heart_defects_congenital & hypotrichosis,heart_defects_congenital,hypotrichosis,0,0,0
heart_defects_congenital & immunologic_deficiency_syndromes,heart_defects_congenital,immunologic_deficiency_syndromes,0,0,0
heart_defects_congenital & lipidoses,heart_defects_congenital,lipidoses,0,0,0
heart_defects_congenital & lysosomal_storage_diseases,heart_defects_congenital,lysosomal_storage_diseases,0,0,0
heart_defects_congenital & malformations_of_cortical_development,heart_defects_congenital,malformations_of_cortical_development,0,0,0
heart_defects_congenital & metabolic_syndrome_x,heart_defects_congenital,metabolic_syndrome_x,0,0,0
heart_defects_congenital & neuroendocrine_tumors,heart_defects_congenital,neuroendocrine_tumors,0,0,0
heart_defects_congenital & ovarian_diseases,heart_defects_congenital,ovarian_diseases,0,0,0
heart_defects_congenital & precursor_cell_lymphoblastic_leukemia_lymphoma,heart_defects_congenital,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
heart_defects_congenital & spastic_paraplegia_hereditary,heart_defects_congenital,spastic_paraplegia_hereditary,0,0,0
heart_defects_congenital & spinocerebellar_degenerations,heart_defects_congenital,spinocerebellar_degenerations,0,0,0
heart_defects_congenital & uveal_diseases,heart_defects_congenital,uveal_diseases,0,0,0
hemorrhagic_disorders & hereditary_sensory_and_motor_neuropathy,hemorrhagic_disorders,hereditary_sensory_and_motor_neuropathy,0,0,0
hemorrhagic_disorders & hypotrichosis,hemorrhagic_disorders,hypotrichosis,0,0,0
hemorrhagic_disorders & intellectual_disability,hemorrhagic_disorders,intellectual_disability,0,0,0
hemorrhagic_disorders & leprosy,hemorrhagic_disorders,leprosy,0,0,0
hemorrhagic_disorders & lysosomal_storage_diseases,hemorrhagic_disorders,lysosomal_storage_diseases,0,0,0
hemorrhagic_disorders & malformations_of_cortical_development,hemorrhagic_disorders,malformations_of_cortical_development,0,0,0
hemorrhagic_disorders & metabolic_syndrome_x,hemorrhagic_disorders,metabolic_syndrome_x,0,0,0
hemorrhagic_disorders & muscular_diseases,hemorrhagic_disorders,muscular_diseases,0,0,0
hemorrhagic_disorders & mycobacterium_infections,hemorrhagic_disorders,mycobacterium_infections,0,0,0
hemorrhagic_disorders & neuroendocrine_tumors,hemorrhagic_disorders,neuroendocrine_tumors,0,0,0
hemorrhagic_disorders & ovarian_diseases,hemorrhagic_disorders,ovarian_diseases,0,0,0
hemorrhagic_disorders & peripheral_nervous_system_diseases,hemorrhagic_disorders,peripheral_nervous_system_diseases,0,0,0
hemorrhagic_disorders & polyneuropathies,hemorrhagic_disorders,polyneuropathies,0,0,0
hemorrhagic_disorders & purine_pyrimidine_metabolism_inborn_errors,hemorrhagic_disorders,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hemorrhagic_disorders & spastic_paraplegia_hereditary,hemorrhagic_disorders,spastic_paraplegia_hereditary,0,0,0
hemorrhagic_disorders & spinocerebellar_degenerations,hemorrhagic_disorders,spinocerebellar_degenerations,0,0,0
hemorrhagic_disorders & stomatognathic_diseases,hemorrhagic_disorders,stomatognathic_diseases,0,0,0
hemorrhagic_disorders & uveal_diseases,hemorrhagic_disorders,uveal_diseases,0,0,0
hereditary_sensory_and_motor_neuropathy & hypersensitivity,hereditary_sensory_and_motor_neuropathy,hypersensitivity,0,0,0
hereditary_sensory_and_motor_neuropathy & hypopigmentation,hereditary_sensory_and_motor_neuropathy,hypopigmentation,0,0,0
hereditary_sensory_and_motor_neuropathy & hypotrichosis,hereditary_sensory_and_motor_neuropathy,hypotrichosis,0,0,0
hereditary_sensory_and_motor_neuropathy & immunologic_deficiency_syndromes,hereditary_sensory_and_motor_neuropathy,immunologic_deficiency_syndromes,0,0,0
hereditary_sensory_and_motor_neuropathy & leprosy,hereditary_sensory_and_motor_neuropathy,leprosy,0,0,0
hereditary_sensory_and_motor_neuropathy & leukemia,hereditary_sensory_and_motor_neuropathy,leukemia,0,0,0
hereditary_sensory_and_motor_neuropathy & lymphatic_diseases,hereditary_sensory_and_motor_neuropathy,lymphatic_diseases,0,0,0
hereditary_sensory_and_motor_neuropathy & malformations_of_cortical_development,hereditary_sensory_and_motor_neuropathy,malformations_of_cortical_development,0,0,0
hereditary_sensory_and_motor_neuropathy & metabolic_syndrome_x,hereditary_sensory_and_motor_neuropathy,metabolic_syndrome_x,0,0,0
hereditary_sensory_and_motor_neuropathy & mycobacterium_infections,hereditary_sensory_and_motor_neuropathy,mycobacterium_infections,0,0,0
hereditary_sensory_and_motor_neuropathy & precursor_cell_lymphoblastic_leukemia_lymphoma,hereditary_sensory_and_motor_neuropathy,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
hereditary_sensory_and_motor_neuropathy & purine_pyrimidine_metabolism_inborn_errors,hereditary_sensory_and_motor_neuropathy,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hereditary_sensory_and_motor_neuropathy & respiratory_tract_diseases,hereditary_sensory_and_motor_neuropathy,respiratory_tract_diseases,0,0,0
hereditary_sensory_and_motor_neuropathy & sleep_disorders,hereditary_sensory_and_motor_neuropathy,sleep_disorders,0,0,0
hereditary_sensory_and_motor_neuropathy & stomatognathic_diseases,hereditary_sensory_and_motor_neuropathy,stomatognathic_diseases,0,0,0
hereditary_sensory_and_motor_neuropathy & uveal_diseases,hereditary_sensory_and_motor_neuropathy,uveal_diseases,0,0,0
hereditary_sensory_and_motor_neuropathy & uveitis,hereditary_sensory_and_motor_neuropathy,uveitis,0,0,0
hypersensitivity & hypopigmentation,hypersensitivity,hypopigmentation,0,0,0
hypersensitivity & immunologic_deficiency_syndromes,hypersensitivity,immunologic_deficiency_syndromes,0,0,0
hypersensitivity & lipidoses,hypersensitivity,lipidoses,0,0,0
hypersensitivity & lysosomal_storage_diseases,hypersensitivity,lysosomal_storage_diseases,0,0,0
hypersensitivity & malformations_of_cortical_development,hypersensitivity,malformations_of_cortical_development,0,0,0
hypersensitivity & metabolic_syndrome_x,hypersensitivity,metabolic_syndrome_x,0,0,0
hypersensitivity & metabolism_inborn_errors,hypersensitivity,metabolism_inborn_errors,0,0,0
hypersensitivity & neuroendocrine_tumors,hypersensitivity,neuroendocrine_tumors,0,0,0
hypersensitivity & precursor_cell_lymphoblastic_leukemia_lymphoma,hypersensitivity,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
hypersensitivity & purine_pyrimidine_metabolism_inborn_errors,hypersensitivity,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hypersensitivity & spastic_paraplegia_hereditary,hypersensitivity,spastic_paraplegia_hereditary,0,0,0
hypersensitivity & spinocerebellar_degenerations,hypersensitivity,spinocerebellar_degenerations,0,0,0
hypersensitivity & spondylitis_ankylosing,hypersensitivity,spondylitis_ankylosing,0,0,0
hypersensitivity & uveal_diseases,hypersensitivity,uveal_diseases,0,0,0
hyperthyroidism & lysosomal_storage_diseases,hyperthyroidism,lysosomal_storage_diseases,0,0,0
hyperthyroidism & malformations_of_cortical_development,hyperthyroidism,malformations_of_cortical_development,0,0,0
hyperthyroidism & metabolic_syndrome_x,hyperthyroidism,metabolic_syndrome_x,0,0,0
hyperthyroidism & neuroendocrine_tumors,hyperthyroidism,neuroendocrine_tumors,0,0,0
hyperthyroidism & purine_pyrimidine_metabolism_inborn_errors,hyperthyroidism,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hypopigmentation & leprosy,hypopigmentation,leprosy,0,0,0
hypopigmentation & lipidoses,hypopigmentation,lipidoses,0,0,0
hypopigmentation & lymphatic_diseases,hypopigmentation,lymphatic_diseases,0,0,0
hypopigmentation & lysosomal_storage_diseases,hypopigmentation,lysosomal_storage_diseases,0,0,0
hypopigmentation & malformations_of_cortical_development,hypopigmentation,malformations_of_cortical_development,0,0,0
hypopigmentation & metabolic_syndrome_x,hypopigmentation,metabolic_syndrome_x,0,0,0
hypopigmentation & mycobacterium_infections,hypopigmentation,mycobacterium_infections,0,0,0
hypopigmentation & peripheral_nervous_system_diseases,hypopigmentation,peripheral_nervous_system_diseases,0,0,0
hypopigmentation & polyneuropathies,hypopigmentation,polyneuropathies,0,0,0
hypopigmentation & purine_pyrimidine_metabolism_inborn_errors,hypopigmentation,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hypopigmentation & respiratory_tract_diseases,hypopigmentation,respiratory_tract_diseases,0,0,0
hypopigmentation & retinitis_pigmentosa,hypopigmentation,retinitis_pigmentosa,0,0,0
hypopigmentation & spastic_paraplegia_hereditary,hypopigmentation,spastic_paraplegia_hereditary,0,0,0
hypopigmentation & spinocerebellar_degenerations,hypopigmentation,spinocerebellar_degenerations,0,0,0
hypopigmentation & spondylitis_ankylosing,hypopigmentation,spondylitis_ankylosing,0,0,0
hypothalamic_diseases & lysosomal_storage_diseases,hypothalamic_diseases,lysosomal_storage_diseases,0,0,0
hypothalamic_diseases & metabolic_syndrome_x,hypothalamic_diseases,metabolic_syndrome_x,0,0,0
hypothalamic_diseases & neuroendocrine_tumors,hypothalamic_diseases,neuroendocrine_tumors,0,0,0
hypothalamic_diseases & purine_pyrimidine_metabolism_inborn_errors,hypothalamic_diseases,purine_pyrimidine_metabolism_inborn_errors,0,0,0
hypothalamic_diseases & uveal_diseases,hypothalamic_diseases,uveal_diseases,0,0,0
hypotrichosis & immunologic_deficiency_syndromes,hypotrichosis,immunologic_deficiency_syndromes,0,0,0
hypotrichosis & intellectual_disability,hypotrichosis,intellectual_disability,0,0,0
hypotrichosis & intestinal_neoplasms,hypotrichosis,intestinal_neoplasms,0,0,0
hypotrichosis & lipidoses,hypotrichosis,lipidoses,0,0,0
hypotrichosis & lysosomal_storage_diseases,hypotrichosis,lysosomal_storage_diseases,0,0,0
hypotrichosis & malformations_of_cortical_development,hypotrichosis,malformations_of_cortical_development,0,0,0
hypotrichosis & metabolic_syndrome_x,hypotrichosis,metabolic_syndrome_x,0,0,0
hypotrichosis & metabolism_inborn_errors,hypotrichosis,metabolism_inborn_errors,0,0,0
hypotrichosis & movement_disorders,hypotrichosis,movement_disorders,0,0,0
hypotrichosis & muscular_dystrophies,hypotrichosis,muscular_dystrophies,0,0,0
hypotrichosis & neuroendocrine_tumors,hypotrichosis,neuroendocrine_tumors,0,0,0
hypotrichosis & ovarian_diseases,hypotrichosis,ovarian_diseases,0,0,0
hypotrichosis & peripheral_nervous_system_diseases,hypotrichosis,peripheral_nervous_system_diseases,0,0,0
hypotrichosis & polyneuropathies,hypotrichosis,polyneuropathies,0,0,0
hypotrichosis & purine_pyrimidine_metabolism_inborn_errors,hypotrichosis,purine_pyrimidine_metabolism_inborn_errors,0,0,0
